tag1,tag2,tag3
pais, NC O, O
0, Fp , O
,,
Cabrera, AQ B-PER, B-PER
dijo, VMI O, O
que, CS O, O
la, DA O, O
gente, NC O, O
percibe, VMI O, O
como, CS O, O
principales, AQ O, O
problemas, NC O, O
nacionales, AQ O, O
la, DA O, O
delincuencia, NC O, O
y, CC , O
el, DA O, O
desempleo, NC O, O
-, Fc , O
dos, DN O, O
de, SP O, O
los, DA O, O
asuntos, NC O, O
que, PR O, O
el, DA O, O
gobierno, NC O, O
de, SP O, O
Chavez, NC B-PER, B-PER
no, RN O, O
ha, VAI O, O
podido, VMP O, O
resolver, VMN O, O
y, CC , O
que, PR O, O
han, VAI O, O
influido, VMP O, O
en, SP O, O
que, CS O, O
su, DP O, O
popularidad, NC O, O
descendiera, VMS O, O
del, SP O, O
86, Z O, O
por, SP O, O
ciento, PN O, O
en, SP O, O
enero, NC O, O
de, SP O, O
1999, Z O, O
al, SP O, O
62, Z O, O
por, SP O, O
ciento, PN O, O
en, SP O, O
los, DA O, O
sondeos, NC O, O
efectuados, AQ O, O
este, DD O, O
mismo, DI O, O
mes, NC O, O
0, Fp , O
,,
Esta, DD O, O
menor, AQ O, O
popularidad, NC O, O
no, RN O, O
ha, VAI O, O
incidido, VMP O, O
positivamente, RG O, O
en, SP O, O
Arias, NC B-PE, B-PER
-, Fc , O
que, PR O, O
tambien, RG O, O
bajo, VMI O, O
de, SP O, O
un, DI O, O
61, Z O, O
por, SP O, O
ciento, PN O, O
en, SP O, O
enero, NC O, O
pasado, AQ O, O
a, SP , O
un, DI O, O
45, Z O, O
este, DD O, O
mes, NC O, O
0, Fp , O
,,
Los, DA O, O
venezolanos, NC O, O
-, Fc , O
segun, SP O, O
Cabrera, NC B-PER, B-PER
-, Fc , O
perciben, VMI O, O
que, CS O, O
Chavez, NC B-PER, B-PER
se, P0 O, O
ha, VAI O, O
apropiado, VMP O, O
del, SP O, O
espacio, NC O, O
politico, AQ O, O
en, SP O, O
la, DA O, O
carrera, NC O, O
presidencial, AQ O, O
-, Fc , O
e, CC , O
intuyen, VMI O, O
que, CS O, O
Arias, NC B-PE, B-PER
se, P0 O, O
fija, VMI O, O
mas, RG O, O
en, SP O, O
la, DA O, O
construccion, NC O, O
de, SP O, O
una, DI O, O
economia, NC O, O
solida, AQ O, O
0, Fp , O
,,
En, SP O, O
este, DD O, O
escenario, NC O, O
-, Fc , O
la, DA O, O
intencion, NC O, O
de, SP O, O
voto, NC O, O
acercaria, VMI O, O
mucho, RG O, O
a, SP , O
Chavez, NC B-PER, B-PER
a, SP , O
los, DA O, O
niveles, NC O, O
de, SP O, O
los, DA O, O
sufragios, NC O, O
que, PR O, O
obtuvo, VMI O, O
en, SP O, O
las, DA O, O
presidenciales, AQ O, O
de, SP O, O
diciembre, NC O, O
de, SP O, O
1998, Z O, O
-, Fc , O
con, SP O, O
un, DI O, O
52-58, Z O, O
por, SP O, O
ciento, PN O, O
(, Fpa , O
57, Z O, O
hace, VMI O, O
17, Z O, O
meses, NC O, O
), Fpt , O
-, Fc , O
y, CC , O
a, SP , O
Arias, NC B-PE, B-PER
a, SP , O
un, DI O, O
38-44, Z O, O
por, SP O, O
ciento, PN O, O
-, Fc , O
mientras, CS O, O
que, CS O, O
el, DA O, O
tercer, AO O, O
aspirante, NC O, O
-, Fc , O
Claudio, AQ B-PER, B-PER
Fermin, NC I-PER, I-PER
-, Fc , O
solo, RG O, O
recibiria, VMI O, O
el, DA O, O
3, Z , O
por, SP O, O
ciento, PN O, O
del, SP O, O
apoyo, NC O, O
popular, AQ O, O
0, Fp , O
,,
Leon, NC B-P, B-PER
-, Fc , O
por, SP O, O
su, DP O, O
parte, NC O, O
-, Fc , O
afirmo, VMI O, O
que, CS O, O
Chavez, NC B-PER, B-PER
aventaja, VMI O, O
a, SP , O
Arias, NC B-PE, B-PER
en, SP O, O
17, Z O, O
puntos, NC O, O
porcentuales, AQ O, O
(, Fpa , O
54, Z O, O
frente, NC O, O
a, SP , O
37, Z O, O
por, SP O, O
ciento, PN O, O
), Fpt , O
-, Fc , O
mientras, CS O, O
que, CS O, O
Fermin, NC B-PER, B-PER
se, P0 O, O
queda, VMI O, O
en, SP O, O
niveles, NC O, O
del, SP O, O
4, Z , O
por, SP O, O
ciento, PN O, O
0, Fp , O
,,
Auguro, VMI O, O
que, CS O, O
la, DA O, O
fuerza, NC O, O
de, SP O, O
Chavez, NC B-PER, B-PER
en, SP O, O
las, DA O, O
presidenciales, AQ O, O
puede, VMI O, O
-, Fe , O
arrastrar, VMN O, O
-, Fe , O
a, SP , O
los, DA O, O
candidatos, NC O, O
de, SP O, O
su, DP O, O
entorno, NC O, O
en, SP O, O
otras, DI O, O
elecciones, NC O, O
que, PR O, O
se, P0 O, O
celebraran, VMI O, O
tambien, RG O, O
el, DA O, O
domingo, NC O, O
-, Fc , O
sobre, SP O, O
todo, PI O, O
a, SP , O
la, DA O, O
Asamblea, NC B-ORG, B-ORG
Nacional, AQ I-ORG, I-ORG
(, Fpa , O
AN, NP B, B-ORG
), Fpt , O
donde, CS O, O
el, DA O, O
gubernamental, AQ O, O
Movimiento., NC B-ORG, B-ORG
Republica, AQ I-ORG, I-ORG
(, Fpa , O
MVR, NP B-, B-ORG
), Fpt , O
podria, VMI O, O
obtener, VMN O, O
una, DI O, O
mayoria, NC O, O
holgada, AQ O, O
que, PR O, O
incluso, RG O, O
alcanzaria, VMI O, O
la, DA O, O
absoluta, AQ O, O
0, Fp , O
,,
El, DA O, O
director, NC O, O
de, SP O, O
Datanalisis, NC B-ORG, B-ORG
observo, VMI O, O
que, CS O, O
la, DA O, O
oposicion, NC O, O
a, SP , O
Chavez, NC B-PER, B-PER
en, SP O, O
la, DA O, O
Asamblea, NC B-ORG, B-ORG
Nacional, AQ I-ORG, I-ORG
puede, VMI O, O
venir, VMN O, O
por, SP O, O
el, DA O, O
debate, NC O, O
-, Fc , O
incluso, RG O, O
dentro, RG O, O
del, SP O, O
seno, NC O, O
del, SP O, O
MVR, NC B-, B-ORG
0, Fp , O
,,
Anticipo, VMI O, O
que, CS O, O
Chavez, NC B-PER, B-PER
pondra, VMI O, O
el, DA O, O
acento, NC O, O
en, SP O, O
lo, DA O, O
economico, AQ O, O
en, SP O, O
su, DP O, O
proximo, AQ O, O
gobierno, NC O, O
porque, CS O, O
dispondra, VMI O, O
-, Fc , O
segun, SP O, O
las, DA O, O
previsiones, NC O, O
-, Fc , O
de, SP O, O
una, DI O, O
buena, AQ O, O
cantidad, NC O, O
de, SP O, O
dinero, NC O, O
procedente, AQ O, O
de, SP O, O
los, DA O, O
altos, AQ O, O
precios, NC O, O
del, SP O, O
petroleo, NC O, O
-, Fc , O
el, DA O, O
principal, AQ O, O
producto, NC O, O
de, SP O, O
exportacion, NC O, O
venezolano, AQ O, O
-, Fc , O
que, PR O, O
permitiria, VMI O, O
acabar, VMN O, O
el, DA O, O
a�o, NC O, O
con, SP O, O
un, DI O, O
crecimiento, NC O, O
economico, AQ O, O
de, SP O, O
entre, SP O, O
el., NC O, O
y, CC , O
el., NC O, O
por, SP O, O
ciento, PN O, O
0, Fp , O
,,
Leon, NC B-P, B-PER
a�adio, VMI O, O
que, CS O, O
Chavez, NC B-PER, B-PER
cambiara, VMI O, O
su, DP O, O
discurso, NC O, O
politico, AQ O, O
hacia, SP O, O
la, DA O, O
moderacion, NC O, O
y, CC , O
el, DA O, O
dialogo, NC O, O
con, SP O, O
los, DA O, O
distintos, DI O, O
sectores, NC O, O
sociales, AQ O, O
-, Fc , O
lo, DA O, O
que, PR O, O
le, PP O, O
puede, VMI O, O
facilitar, VMN O, O
un, DI O, O
incremento, NC O, O
temporal, AQ O, O
de, SP O, O
su, DP O, O
popularidad, NC O, O
en, SP O, O
espera, NC O, O
de, SP O, O
acciones, NC O, O
efectivas, AQ O, O
de, SP O, O
su, DP O, O
gobierno, NC O, O
0, Fp , O
,,
Arias, AQ B-PE, B-PER
-, Fc , O
por, SP O, O
su, DP O, O
parte, NC O, O
-, Fc , O
segun, SP O, O
Leon, NC B-P, B-PER
-, Fc , O
ha, VAI O, O
sido, VSP O, O
-, Fe , O
un, DI O, O
actor, NC O, O
vital, AQ O, O
para, SP O, O
dar, VMN O, O
pluralidad, NC O, O
al, SP O, O
proceso, NC O, O
politico, AQ O, O
en, SP O, O
Venezuela, NC B-LOC, B-LOC
-, Fe , O
-, Fc , O
por, SP O, O
lo, DA O, O
que, PR O, O
no, RN O, O
descarta, VMI O, O
un, DI O, O
futuro, NC O, O
liderazgo, NC O, O
dentro, RG O, O
de, SP O, O
la, DA O, O
oposicion, NC O, O
si, CS O, O
sabe, VMI O, O
actuar, VMN O, O
acorde, NC O, O
con, SP O, O
los, DA O, O
tiempos, NC O, O
que, PR O, O
se, P0 O, O
avecinan, VMI O, O
0, Fp , O
,,
Mexico, NC B-LOC, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
promotor, NC O, O
artistico, AQ O, O
venezolano, AQ O, O
Alejandro, NC B-PER, B-PER
Ledezma, AQ I-PER, I-PER
demando, VMI O, O
ante, SP O, O
un, DI O, O
tribunal, NC O, O
de, SP O, O
su, DP O, O
pais, NC O, O
por, SP O, O
4, Z , O
millones, NC O, O
de, SP O, O
dolares, NC O, O
al, SP O, O
cantautor, NC O, O
mexicano, AQ O, O
Armando, VMG B-PER, B-PER
Manzanero, NC I-PER, I-PER
por, SP O, O
incumplimiento, NC O, O
de, SP O, O
contrato, NC O, O
0, Fp , O
,,
El, DA O, O
hijo, NC O, O
del, SP O, O
cantante, NC O, O
y, CC , O
director, NC O, O
de, SP O, O
la, DA O, O
compa�ia, NC O, O
discografica, AQ O, O
-, Fe , B-ORG
Manza, AQ I-OR, I-ORG
Music, NC I-OR, I-ORG
-, Fe , I-ORG
-, Fc , O
Diego, NC B-PE, B-PER
Manzanero, NC I-PER, I-PER
-, Fc , O
califico, VMI O, O
la, DA O, O
demanda, NC O, O
de, SP O, O
-, Fe , O
pleito, NC O, O
entre, SP O, O
promotores, NC O, O
-, Fe , O
-, Fc , O
en, SP O, O
declaraciones, NC O, O
que, PR O, O
publica, VMI O, O
hoy, RG O, O
el, DA O, O
diario, NC O, O
mexicano, AQ O, O
-, Fe , B-ORG
Reforma, NC I-ORG, I-ORG
-, Fe , I-ORG
0, Fp , O
,,
-, Fe , O
Es, VSI O, O
un, DI O, O
pleito, NC O, O
entre, SP O, O
empresas, NC O, O
-, Fc , O
nos, PP O, O
da, VMI O, O
coraje, NC O, O
que, PR O, O
se, P0 O, O
utilice, VMS O, O
nuestro, DP O, O
nombre, NC O, O
para, SP O, O
entablar, VMN O, O
una, DI O, O
batalla, NC O, O
por, SP O, O
dinero, NC O, O
-, Fe , O
-, Fc , O
agrego, VMI O, O
0, Fp , O
,,
Segun, SP O, O
el, DA O, O
hijo, NC O, O
del, SP O, O
famoso, AQ O, O
cantante, NC O, O
mexicano, AQ O, O
-, Fc , O
el, DA O, O
problema, NC O, O
se, P0 O, O
origino, VMI O, O
cuando, CS O, O
la, DA O, O
empresa, NC O, O
promotora, AQ O, O
venezolana, AQ O, O
Show, NC B-O, B-ORG
Time, VMM I-O, I-ORG
cancelo, VMI O, O
un, DI O, O
concierto, NC O, O
de, SP O, O
Manzanero, NC B-PER, B-PER
en, SP O, O
Caracas, NC B-LOC, B-LOC
el, DA O, O
pasado, NC O, O
14, Z O, O
de, SP O, O
febrero, NC O, O
0, Fp , O
,,
-, Fe , O
No, RN O, O
tenemos, VMI O, O
nada, PI O, O
que, CS O, O
ver, VMN O, O
-, Fc , O
si, PP O, O
teniamos, VMI O, O
un, DI O, O
contrato, NC O, O
para, SP O, O
cantar, VMN O, O
en, SP O, O
Caracas, NC B-LOC, B-LOC
con, SP O, O
Jose, NC B-P, B-PER
Jose, AQ I-P, I-PER
y, CC , O
Danny, AQ B-PE, B-PER
Rivera, NC I-PER, I-PER
-, Fc , O
pero, CC O, O
Show, NC B-O, B-ORG
Time, VMM I-O, I-ORG
nos, PP O, O
cancelo, VMI O, O
-, Fe , O
-, Fc , O
aseguro, VMI O, O
el, DA O, O
director, NC O, O
de, SP O, O
-, Fe , B-ORG
Manza, AQ I-OR, I-ORG
Music, NC I-OR, I-ORG
-, Fe , I-ORG
0, Fp , O
,,
Diego, NC B-PE, B-PER
Manzanero, NC I-PER, I-PER
a�adio, VMI O, O
que, CS O, O
la, DA O, O
demanda, NC O, O
no, RN O, O
impedira, VMI O, O
que, CS O, O
su, DP O, O
padre, NC O, O
actue, VMS O, O
esta, DD O, O
semana, NC O, O
en, SP O, O
Caracas, NC B-LOC, B-LOC
para, SP O, O
celebrar, VMN O, O
sus, DP O, O
50, Z O, O
a�os, NC O, O
de, SP O, O
vida, NC O, O
artistica, AQ O, O
0, Fp , O
,,
Ademas, RG O, O
-, Fc , O
confirmo, VMI O, O
que, CS O, O
Armando, VMG B-PER, B-PER
Manzanero, NC I-PER, I-PER
grabara, VMI O, O
un, DI O, O
disco, NC O, O
con, SP O, O
los, DA O, O
espa�oles, AQ O, O
Miguel, NC B-PER, B-PER
Bose, AQ I-P, I-PER
y, CC , O
Alejandro, NC B-PER, B-PER
Sanz, AQ I-P, I-PER
y, CC , O
con, SP O, O
el, DA O, O
grupo, NC O, O
mexicano, AQ O, O
Mana, NC B-M, B-MISC
0, Fp , O
,,
El, DA O, O
album, NC O, O
incluira, VMI O, O
una, DI O, O
seleccion, NC O, O
de, SP O, O
los, DA O, O
principales, AQ O, O
exitos, NC O, O
de, SP O, O
Manzanero, NC B-PER, B-PER
en, SP O, O
su, DP O, O
carrera, NC O, O
musical, AQ O, O
-, Fc , O
explico, VMI O, O
el, DA O, O
hijo, NC O, O
del, SP O, O
cantante, AQ O, O
0, Fp , O
,,
Washington, NC B-LOC, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Las, DA O, O
relaciones, NC O, O
de, SP O, O
asesoria, NC O, O
del, SP O, O
ingeniero, NC O, O
espa�ol, AQ O, O
Jose, NC B-P, B-PER
Ignacio, AQ I-PER, I-PER
Lopez, AQ I-PE, I-PER
de, SP I, I-PER
Arriortua, NC I-PER, I-PER
con, SP O, O
Leica, NC B-OR, B-ORG
fue, VSI O, O
a, SP , O
traves, NC O, O
de, SP O, O
un, DI O, O
grupo, NC O, O
de, SP O, O
inversores, NC O, O
-, Fc , O
pero, CC O, O
sin, SP O, O
que, PR O, O
se, P0 O, O
estableciese, VMS O, O
una, DI O, O
vinculacion, NC O, O
formal, AQ O, O
-, Fc , O
informo, VMI O, O
hoy, RG O, O
el, DA O, O
portavoz, NC O, O
de, SP O, O
la, DA O, O
empresa, NC O, O
alemana, AQ O, O
-, Fc , O
Gero, NC B-P, B-PER
Furchheim, NC I-PER, I-PER
0, Fp , O
,,
La, DA O, O
empresa, NC O, O
alemana, AQ O, O
ha, VAI O, O
desmentido, VMP O, O
que, PR O, O
Lopez, VMI B-PE, B-PER
de, SP I, I-PER
Arriortua, NC I-PER, I-PER
trabajase, VMI O, O
para, SP O, O
Leica, NC B-OR, B-ORG
-, Fc , O
despues, RG O, O
de, SP O, O
que, CS O, O
el, DA O, O
lunes, NC O, O
el, DA O, O
Departamento, NC B-ORG, B-ORG
de, SP I, I-ORG
Justicia, NC I-ORG, I-ORG
anunciase, VMI O, O
la, DA O, O
presentacion, NC O, O
de, SP O, O
seis, DN O, O
cargos, NC O, O
contra, SP O, O
el, DA O, O
ingeniero, NC O, O
espa�ol, AQ O, O
por, SP O, O
el, DA O, O
supuesto, AQ O, O
robo, NC O, O
de, SP O, O
documentos, NC O, O
confidenciales, AQ O, O
de, SP O, O
General, AQ B-ORG, B-ORG
Motors, NC I-ORG, I-ORG
0, Fp , O
,,
Tras, SP O, O
abandonar, VMN O, O
la, DA O, O
empresa, NC O, O
en, SP O, O
1997, Z O, O
Volkswagen, NC B-ORG, B-ORG
-, Fc , O
Lopez, NC B-PE, B-PER
de, SP I, I-PER
Arriortua, NC I-PER, I-PER
abrio, VMI O, O
su, DP O, O
propia, DI O, O
compa�ia, NC O, O
de, SP O, O
asesoramiento, NC O, O
de, SP O, O
negocios, NC O, O
-, Fc , O
pero, CC O, O
en, SP O, O
ningun, DI O, O
momento, NC O, O
fue, VSI O, O
contratado, VMP O, O
por, SP O, O
Leica, NC B-OR, B-ORG
0, Fp , O
,,
Lopez, NC B-PE, B-PER
de, SP I, I-PER
Arriortua, NC I-PER, I-PER
si, PP O, O
tuvo, VMI O, O
relacion, NC O, O
como, CS O, O
asesor, NC O, O
de, SP O, O
un, DI O, O
grupo, NC O, O
de, SP O, O
inversores, NC O, O
que, PR O, O
presento, VMI O, O
una, DI O, O
serie, NC O, O
de, SP O, O
propuestas, NC O, O
que, CS O, O
en, SP O, O
septiembre, NC O, O
de, SP O, O
1999, Z O, O
fueron, VSI O, O
rechazadas, AQ O, O
en, SP O, O
la, DA O, O
reunion, NC O, O
anual, AQ O, O
de, SP O, O
la, DA O, O
Junta, NC B-OR, B-ORG
de, SP I, I-ORG
Accionistas, NC I-ORG, I-ORG
de, SP I, I-ORG
Leica, NC I-OR, I-ORG
0, Fp , O
,,
-, Fe , O
Jose, NC B-P, B-PER
Ignacio, AQ I-PER, I-PER
Lopez, VMI I-PE, I-PER
nunca, RG O, O
tuvo, VMI O, O
ningun, DI O, O
contrato, NC O, O
con, SP O, O
la, DA O, O
compa�ia, NC O, O
ni, CC O, O
ninguna, DI O, O
posicion, NC O, O
en, SP O, O
el, DA O, O
consejo, NC O, O
de, SP O, O
asesores, NC O, O
0, Fp , O
,,
La, DA O, O
compa�ia, NC O, O
tampoco, RG O, O
ha, VAI O, O
tenido, VMP O, O
ningun, DI O, O
contacto, NC O, O
con, SP O, O
Lopez, NC B-PE, B-PER
o, CC , O
con, SP O, O
su, DP O, O
empresa, NC O, O
de, SP O, O
asesoria, NC O, O
-, Fe , O
-, Fc , O
se�alo, VMI O, O
el, DA O, O
portavoz, NC O, O
de, SP O, O
Leica, NC B-OR, B-ORG
0, Fp , O
,,
Madrid, NC B-LOC, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
Comite, NC B-ORG, B-ORG
de, SP I, I-ORG
Competicion, NC I-ORG, I-ORG
de, SP I, I-ORG
la, DA I, I-ORG
Federacion, NC I-ORG, I-ORG
Espa�ola, AQ I-ORG, I-ORG
de, SP I, I-ORG
Futbol, NC I-ORG, I-ORG
(, Fpa , O
FEF, NP B-, B-ORG
), Fpt , O
sanciono, VMI O, O
con, SP O, O
un, DI O, O
partido, NC O, O
de, SP O, O
suspension, NC O, O
-, Fc , O
por, SP O, O
acumulacion, NC O, O
de, SP O, O
amonestaciones, NC O, O
al, SP O, O
espa�olista, NC O, O
Toni, AQ B-P, B-PER
Velamazan, AQ I-PER, I-PER
y, CC , O
a, SP , O
los, DA O, O
barcelonistas, NC O, O
Michael, AQ B-PER, B-PER
Reiziger, NC I-PER, I-PER
y, CC , O
Phillip, AQ B-PER, B-PER
Cocu, AQ I-P, I-PER
0, Fp , O
,,
-, Fg , O
,,
Otros, DI O, O
acuerdos, NC O, O
correspondientes, AQ O, O
a, SP , O
la, DA O, O
ultima, AO O, O
jornada, NC O, O
de, SP O, O
Liga, NC B-M, B-MISC
en, SP I, I-MISC
Primera, AO I-MISC, I-MISC
son, VSI O, O
:, Fd , O
-, Fg , O
Jugadores, NC O, O
:, Fd , O
-, Fg , O
Amonestacion, NC O, O
:, Fd , O
0, Fp , O
,,
Por, SP O, O
desconsideracion, NC O, O
con, SP O, O
otro, DI O, O
jugador, NC O, O
a, SP , O
Guardiola, AQ B-PER, B-PER
y, CC , O
Puyol, NC B-PE, B-PER
(, Fpa , O
Barcelona, NC B-ORG, B-ORG
), Fpt , O
0, Fp , O
0, Fp , O
,,
Por, SP O, O
formular, VMN O, O
observaciones, NC O, O
al, SP O, O
arbitro, NC O, O
a, SP , O
Arteaga, NC B-PER, B-PER
(, Fpa , O
Espanyol, NP B-ORG, B-ORG
), Fpt , O
y, CC , O
Frank, NC B-PE, B-PER
de, SP I, I-PER
Boer, NC I-P, I-PER
(, Fpa , O
Barcelona, NP B-ORG, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Clubes, NC O, O
Multa, VMI O, O
por, SP O, O
incidentes, NC O, O
del, SP O, O
publico, NC O, O
al, SP O, O
Barcelona, NC B-ORG, B-ORG
0, Fp , O
,,
Madrid, NC B-LOC, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Los, DA O, O
numeros, NC O, O
5, Z , O
-, Fg , O
11, Z O, O
-, Fg , O
21, Z O, O
-, Fg , O
23, Z O, O
-, Fg , O
33, Z O, O
-, Fg , O
y, CC , O
47, Z O, O
0, Fp , O
,,
(, Fpa , O
cinco, DN O, O
-, Fc , O
once, PN O, O
-, Fc , O
veintiuno, PN O, O
-, Fc , O
veintitres, PN O, O
-, Fc , O
treinta, DN O, O
y, CC , O
tres, PN O, O
-, Fc , O
y, CC , O
cuarenta, DN O, O
y, CC , O
siete, PN O, O
), Fpt , O
forman, VMI O, O
la, DA O, O
combinacion, NC O, O
ganadora, AQ O, O
del, SP O, O
sorteo, NC O, O
de, SP O, O
la, DA O, O
Bonoloto, NC B-MISC, B-MISC
celebrado, AQ O, O
esta, DD O, O
noche, NC O, O
en, SP O, O
Madrid, NC B-LOC, B-LOC
0, Fp , O
,,
El, DA O, O
complementario, AQ O, O
fue, VSI O, O
el, DA O, O
14, Z O, O
(, Fpa , O
catorce, PN O, O
), Fpt , O
y, CC , O
el, DA O, O
reintegro, NC O, O
correspondio, VMI O, O
al, SP O, O
0, Z , O
(, Fpa , O
cero, NC O, O
), Fpt , O
0, Fp , O
,,
Para, SP O, O
este, DD O, O
sorteo, NC O, O
se, P0 O, O
han, VAI O, O
recaudado, VMP O, O
278.072.450, Z O, O
pesetas, NC O, O
y, CC , O
no, RN O, O
hubo, VAI O, O
bote, NC O, O
acumulado, AQ O, O
0, Fp , O
,,
Bogota, NC B-LOC, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Un, DI O, O
total, AQ O, O
de, SP O, O
17, Z O, O
personas, NC O, O
resultaron, VMI O, O
heridas, NC O, O
por, SP O, O
una, DI O, O
granada, NC O, O
de, SP O, O
fragmentacion, NC O, O
que, PR O, O
desconocidos, AQ O, O
activaron, VMI O, O
hoy, RG O, O
durante, SP O, O
un, DI O, O
espectaculo, NC O, O
de, SP O, O
-, Fe , O
striptease, NC O, O
-, Fe , O
en, SP O, O
un, DI O, O
centro, NC O, O
nocturno, AQ O, O
de, SP O, O
la, DA O, O
ciudad, NC O, O
de, SP O, O
Florencia, NC B-LOC, B-LOC
-, Fc , O
sur, NC O, O
de, SP O, O
Colombia, NC B-LOC, B-LOC
-, Fc , O
informaron, VMI O, O
las, DA O, O
autoridades, NC O, O
0, Fp , O
,,
Dos, DN O, O
sospechosos, NC O, O
que, PR O, O
se, P0 O, O
trasladaban, VMI O, O
en, SP O, O
motocicleta, NC O, O
fueron, VSI O, O
detenidos, AQ O, O
como, CS O, O
presuntos, AQ O, O
responsables, NC O, O
de, SP O, O
la, DA O, O
accion, NC O, O
terrorista, AQ O, O
-, Fc , O
asi, RG O, O
como, CS O, O
siete, DN O, O
mujeres, NC O, O
que, PR O, O
trabajaban, VMI O, O
en, SP O, O
el, DA O, O
establecimiento, NC O, O
0, Fp , O
,,
El, DA O, O
atentado, NC O, O
se, P0 O, O
cometio, VMI O, O
a, SP , O
primeras, AO O, O
horas, NC O, O
de, SP O, O
hoy, RG O, O
en, SP O, O
el, DA O, O
Centro, NC B-LOC, B-LOC
Pasarela, NC I-LOC, I-LOC
Show, NC I-L, I-LOC
-, Fc , O
casa, NC O, O
de, SP O, O
-, Fe , O
striptease, NC O, O
-, Fe , O
de, SP O, O
Florencia, NC B-LOC, B-LOC
-, Fc , O
la, DA O, O
capital, NC O, O
del, SP O, O
departamento, NC O, O
del, SP O, O
Caqueta, NC B-LOC, B-LOC
y, CC , O
distante, AQ O, O
562, Z O, O
kilometros, NC O, O
al, SP O, O
sur, NC O, O
de, SP O, O
Bogota, NC B-LOC, B-LOC
0, Fp , O
,,
El, DA O, O
comandante, NC O, O
policial, AQ O, O
de, SP O, O
la, DA O, O
region, NC O, O
-, Fc , O
coronel, NC O, O
Henry, NC B-PE, B-PER
Caicedo, AQ I-PER, I-PER
-, Fc , O
dijo, VMI O, O
a, SP , O
los, DA O, O
periodistas, NC O, O
que, PR O, O
las, DA O, O
autoridades, NC O, O
no, RN O, O
han, VAI O, O
establecido, VMP O, O
los, DA O, O
motivos, NC O, O
de, SP O, O
la, DA O, O
accion, NC O, O
terrorista, AQ O, O
0, Fp , O
,,
El, DA O, O
coronel, NC O, O
Caicedo, AQ B-PER, B-PER
no, RN O, O
descarto, VMI O, O
que, CS O, O
el, DA O, O
atentado, NC O, O
haya, VAS O, O
obedecido, VMP O, O
a, SP , O
venganzas, NC O, O
personales, AQ O, O
-, Fc , O
enfrentamientos, NC O, O
entre, SP O, O
guerrilleros, NC O, O
y, CC , O
paramilitares, AQ O, O
o, CC , O
a, SP , O
represalias, NC O, O
por, SP O, O
una, DI O, O
eventual, AQ O, O
extorsion, NC O, O
contra, SP O, O
los, DA O, O
propietarios, NC O, O
de, SP O, O
la, DA O, O
casa, NC O, O
nocturna, AQ O, O
0, Fp , O
,,
Cordoba, NC B-LOC, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
La, DA O, O
celebracion, NC O, O
en, SP O, O
Cordoba, NC B-LOC, B-LOC
de, SP O, O
la, DA O, O
IX, AQ B, B-MISC
Asamblea, NC I-MISC, I-MISC
General, AQ I-MISC, I-MISC
de, SP I, I-MISC
la, DA I, I-MISC
Alianza, NC I-MISC, I-MISC
Mediterranea, AQ I-MISC, I-MISC
de, SP I, I-MISC
Agencias, NC I-MISC, I-MISC
de, SP I, I-MISC
Noticias, NC I-MISC, I-MISC
(, Fpa , O
AMAN, VMI B-M, B-MISC
), Fpt , O
a, SP , O
mediados, AQ O, O
de, SP O, O
junio, NC O, O
proximo, AQ O, O
convertira, VMI O, O
a, SP , O
la, DA O, O
ciudad, NC O, O
-, Fe , O
en, SP O, O
el, DA O, O
centro, NC O, O
de, SP O, O
la, DA O, O
informacion, NC O, O
mediterranea, AQ O, O
-, Fe , O
-, Fc , O
segun, SP O, O
el, DA O, O
presidente, NC O, O
de, SP O, O
la, DA O, O
Diputacion, NC B-ORG, B-ORG
cordobesa, AQ O, O
-, Fc , O
Matias, VMI B-PER, B-PER
Gonzalez, AQ I-PER, I-PER
(, Fpa , O
PSOE, NP B-O, B-ORG
), Fpt , O
0, Fp , O
,,
Gonzalez, NP B-PER, B-PER
-, Fc , O
que, PR O, O
se, P0 O, O
reunio, VMI O, O
hoy, RG O, O
con, SP O, O
una, DI O, O
representacion, NC O, O
de, SP O, O
la, DA O, O
Agencia, NC B-ORG, B-ORG
Efe, NC I-, I-ORG
que, PR O, O
prepara, VMI O, O
la, DA O, O
celebracion, NC O, O
en, SP O, O
Cordoba, NC B-LOC, B-LOC
de, SP O, O
la, DA O, O
