tag1,tag2,tag3
de, SP O, O
cargos, NC O, O
electos, AQ O, O
-, Fe , O
populares, AQ O, O
-, Fe , O
y, CC , O
advirtio, VMI O, O
que, CS O, O
su, DP O, O
-, Fe , O
permisividad, NC O, O
-, Fe , O
se, P0 O, O
debe, VMI O, O
a, SP , O
que, CS O, O
-, Fe , O
le, PP O, O
falta, VMI O, O
coraje, NC O, O
para, SP O, O
enfrentarse, VMN O, O
a, SP , O
los, DA O, O
radicales, NC O, O
-, Fe , O
0, Fp , O
,,
El, DA O, O
parlamentario, NC O, O
del, SP O, O
PP, NC B, B-ORG
Carlos, VMI B-PER, B-PER
Urquijo, NC I-PER, I-PER
se, P0 O, O
refirio, VMI O, O
en, SP O, O
un, DI O, O
comunicado, NC O, O
de, SP O, O
prensa, NC O, O
a, SP , O
las, DA O, O
concentraciones, NC O, O
que, PR O, O
se, P0 O, O
produjeron, VMI O, O
ayer, RG O, O
frente, RG O, O
a, SP , O
las, DA O, O
sedes, NC O, O
del, SP O, O
PP, NC B, B-ORG
en, SP O, O
las, DA O, O
tres, DN O, O
capitales, NC O, O
vascas, AQ O, O
-, Fc , O
y, CC , O
que, PR O, O
estaban, VMI O, O
convocadas, AQ O, O
por, SP O, O
colectivos, NC O, O
de, SP O, O
la, DA O, O
izquierda, NC O, O
abertzale, AQ O, O
0, Fp , O
,,
Urquijo, NP B-PER, B-PER
denuncio, VMI O, O
los, DA O, O
insultos, NC O, O
y, CC , O
amenazas, NC O, O
que, PR O, O
sufrio, VMI O, O
el, DA O, O
presidente, NC O, O
de, SP O, O
las, DA O, O
Nuevas, AQ B-MIS, B-MISC
Generaciones, NC I-MISC, I-MISC
del, SP O, O
PP, NC B, B-ORG
-, Fc , O
I�aki, AQ B-PE, B-PER
Ortega, NC I-PER, I-PER
-, Fc , O
frente, RG O, O
cuyo, PR O, O
domicilio, NC O, O
se, P0 O, O
manifesto, VMI O, O
un, DI O, O
colectivo, NC O, O
de, SP O, O
apoyo, NC O, O
a, SP , O
los, DA O, O
presos, NC O, O
de, SP O, O
ETA, NC B-, B-ORG
y, CC , O
pidio, VMI O, O
a, SP , O
Balza, NC B-PE, B-PER
que, PR O, O
aplique, VMS O, O
-, Fe , O
la, DA O, O
Ley, NC B-, B-MISC
de, SP I, I-MISC
Seguridad, NC I-MISC, I-MISC
Ciudadana, AQ I-MISC, I-MISC
-, Fe , O
0, Fp , O
,,
-, Fe , O
Cuando, CS O, O
las, DA O, O
concentraciones, NC O, O
son, VSI O, O
comunicadas, AQ O, O
-, Fc , O
como, CS O, O
sucede, VMI O, O
en, SP O, O
muchos, DI O, O
casos, NC O, O
-, Fc , O
Interior, AQ B-ORG, B-ORG
puede, VMI O, O
variar, VMN O, O
los, DA O, O
lugares, NC O, O
de, SP O, O
celebracion, NC O, O
-, Fc , O
cambiar, VMN O, O
los, DA O, O
recorridos, NC O, O
o, CC , O
prohibirlas, VMN O, O
en, SP O, O
prevision, NC O, O
de, SP O, O
incidentes, NC O, O
-, Fc , O
pero, CC O, O
para, SP O, O
eso, PD O, O
es, VSI O, O
necesario, AQ O, O
un, DI O, O
coraje, NC O, O
politico, AQ O, O
que, CS O, O
a, SP , O
Balza, NC B-PE, B-PER
le, PP O, O
sobra, VMI O, O
para, SP O, O
enfrentarse, VMN O, O
al, SP O, O
Ministerio, NC B-ORG, B-ORG
y, CC , O
le, PP O, O
falta, VMI O, O
para, SP O, O
enfrentarse, VMN O, O
a, SP , O
los, DA O, O
radicales, NC O, O
-, Fe , O
-, Fc , O
afirmo, VMI O, O
0, Fp , O
,,
En, SP O, O
este, DD O, O
sentido, NC O, O
-, Fc , O
pidio, VMI O, O
al, SP O, O
consejero, AQ O, O
de, SP O, O
Interior, NC B-MISC, B-MISC
que, PR O, O
dote, NC O, O
a, SP , O
la, DA O, O
Ertzaintza, NC B-ORG, B-ORG
de, SP O, O
la, DA O, O
informacion, NC O, O
y, CC , O
los, DA O, O
medios, NC O, O
para, SP O, O
combatir, VMN O, O
esta, DD O, O
violencia, NC O, O
-, Fe , O
mas, RG O, O
sutil, AQ O, O
-, Fe , O
-, Fc , O
pero, CC O, O
no, RN O, O
menos, RG O, O
capaz, AQ O, O
-, Fc , O
a, SP , O
su, DP O, O
juicio, NC O, O
-, Fc , O
-, Fe , O
de, SP O, O
coaccionar, VMN O, O
la, DA O, O
voluntad, NC O, O
de, SP O, O
las, DA O, O
personas, NC O, O
-, Fe , O
0, Fp , O
,,
-, Fe , O
Este, DD O, O
tipo, NC O, O
de, SP O, O
situaciones, NC O, O
pervierten, VMI O, O
la, DA O, O
democracia, NC O, O
e, CC , O
impide, VMI O, O
su, DP O, O
definitivo, AQ O, O
asentamiento, NC O, O
en, SP O, O
la, DA O, O
sociedad, NC O, O
vasca, AQ O, O
-, Fe , O
-, Fc , O
lamento, VMI O, O
0, Fp , O
,,
La, DA B, B-LOC
Toja, NC I-L, I-LOC
(, Fpa , O
Pontevedra, NP B-LOC, B-LOC
), Fpt , O
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
presidente, NC O, O
de, SP O, O
la, DA O, O
Federacion, NC B-ORG, B-ORG
Gallega, AQ I-ORG, I-ORG
de, SP I, I-ORG
Futbol, NC I-ORG, I-ORG
-, Fc , O
Julio, NC B-PE, B-PER
Meana, AQ I-PE, I-PER
-, Fc , O
informo, VMI O, O
a, SP , O
EFE, NC B-, B-ORG
que, PR O, O
el, DA O, O
objetivo, NC O, O
que, PR O, O
busca, VMI O, O
Jose, AQ B-P, B-PER
Antonio, AQ I-PER, I-PER
Camacho, AQ I-PER, I-PER
con, SP O, O
la, DA O, O
concentracion, NC O, O
que, PR O, O
hoy, RG O, O
inicio, VMI O, O
el, DA O, O
equipo, NC O, O
para, SP O, O
la, DA O, O
Eurocopa-2000, Z B-MISC, B-MISC
en, SP O, O
La, DA B, B-LOC
Toja, NC I-L, I-LOC
es, VSI O, O
-, Fe , O
la, DA O, O
recuperacion, NC O, O
y, CC , O
el, DA O, O
descanso, NC O, O
-, Fe , O
0, Fp , O
,,
Meana, AQ B-PE, B-PER
acudio, VMI O, O
a, SP , O
Vigo, NC B-L, B-LOC
para, SP O, O
recibir, VMN O, O
a, SP , O
los, DA O, O
integrantes, AQ O, O
de, SP O, O
la, DA O, O
seleccion, NC O, O
espa�ola, AQ O, O
-, Fc , O
les, PP O, O
acompa�o, VMI O, O
a, SP , O
la, DA O, O
isla, NC O, O
de, SP O, O
La, DA B, B-LOC
Toja, AQ I-L, I-LOC
y, CC , O
almorzo, VMI O, O
con, SP O, O
el, DA O, O
grupo, NC O, O
en, SP O, O
el, DA O, O
Gran, AQ B-L, B-LOC
Hotel, NC I-LO, I-LOC
0, Fp , O
,,
El, DA O, O
presidente, NC O, O
de, SP O, O
la, DA O, O
FGF, NC B-, B-ORG
dijo, VMI O, O
que, CS O, O
-, Fe , O
Camacho, NC B-PER, B-PER
pretende, VMI O, O
recuperar, VMN O, O
a, SP , O
los, DA O, O
jugadores, NC O, O
y, CC , O
que, PR O, O
descansen, VMS O, O
-, Fc , O
ese, DD O, O
es, VSI O, O
el, DA O, O
objetivo, NC O, O
de, SP O, O
la, DA O, O
concentracion, NC O, O
de, SP O, O
La, DA B, B-LOC
Toja, NC I-L, I-LOC
-, Fc , O
aunque, CS O, O
hara, VMI O, O
algunos, DI O, O
entrenamientos, NC O, O
-, Fe , O
0, Fp , O
,,
Para, SP O, O
la, DA O, O
tarde, NC O, O
de, SP O, O
hoy, RG O, O
-, Fc , O
despues, RG O, O
de, SP O, O
la, DA O, O
siesta, NC O, O
-, Fc , O
estaba, VMI O, O
prevista, AQ O, O
una, DI O, O
sesion, NC O, O
de, SP O, O
entrenamiento, NC O, O
en, SP O, O
el, DA O, O
campo, NC B-LO, B-LOC
de, SP I, I-LOC
Baltar, NC I-LOC, I-LOC
-, Fc , O
en, SP O, O
la, DA O, O
localidad, NC O, O
de, SP O, O
Portonovo, NC B-LOC, B-LOC
0, Fp , O
,,
Julio, NC B-PE, B-PER
Meana, AQ I-PE, I-PER
indico, VMI O, O
que, CS O, O
en, SP O, O
esta, DD O, O
ocasion, NC O, O
la, DA O, O
seleccion, NC O, O
espa�ola, AQ O, O
-, Fe , O
no, RN O, O
disputara, VMI O, O
ningun, DI O, O
partidillo, NC O, O
como, CS O, O
hizo, VMI O, O
otras, DI O, O
veces, NC O, O
-, Fe , O
y, CC , O
se�alo, VMI O, O
que, CS O, O
-, Fe , O
ma�ana, RG O, O
miercoles, NC O, O
aun, RG O, O
no, RN O, O
anuncio, VMI O, O
Camacho, VMN B-PER, B-PER
donde, PT O, O
va, VMI O, O
a, SP , O
entrenarse, VMN O, O
-, Fc , O
si, CS O, O
es, VSI O, O
que, CS O, O
lo, PP O, O
hace, VMI O, O
-, Fe , O
0, Fp , O
,,
Ante, SP O, O
la, DA O, O
ausencia, NC O, O
obligada, AQ O, O
de, SP O, O
-, Fe , O
seleccionables, AQ O, O
-, Fe , O
de, SP O, O
los, DA O, O
clubes, NC O, O
Real, AQ B-O, B-ORG
Madrid, NC I-ORG, I-ORG
-, Fc , O
Valencia, NC B-ORG, B-ORG
-, Fc , O
Espanyol, AQ B-ORG, B-ORG
y, CC , O
Atletico, AQ B-ORG, B-ORG
de, SP I, I-ORG
Madrid, NC I-ORG, I-ORG
-, Fg , O
a, SP , O
causa, NC O, O
de, SP O, O
las, DA O, O
finales, NC O, O
de, SP O, O
la, DA O, O
Liga, NC B-M, B-MISC
de, SP I, I-MISC
Campeones, NC I-MISC, I-MISC
y, CC , O
de, SP O, O
la, DA O, O
Copa, NC B-M, B-MISC
del, SP I-, I-MISC
Rey, NC I-, I-MISC
-, Fg , O
-, Fc , O
Camacho, NC B-PER, B-PER
opto, VMI O, O
por, SP O, O
incorporar, VMN O, O
a, SP , O
la, DA O, O
concentracion, NC O, O
de, SP O, O
La, DA B, B-LOC
Toja, NC I-L, I-LOC
al, SP O, O
guardameta, NC O, O
valencianista, AQ O, O
Jonathan, NC B-PER, B-PER
-, Fc , O
para, SP O, O
poder, VMN O, O
trabajar, VMN O, O
mejor, AQ O, O
0, Fp , O
,,
La, DA O, O
expedicion, NC O, O
de, SP O, O
la, DA O, O
seleccion, NC O, O
llego, VMI O, O
a, SP , O
La, DA B, B-LOC
Toja, AQ I-L, I-LOC
algo, PI O, O
mas, RG O, O
tarde, RG O, O
de, SP O, O
la, DA O, O
hora, NC O, O
inicialmente, RG O, O
prevista, AQ O, O
-, Fc , O
sobre, SP O, O
las, DA O, O
15-00, Z O, O
horas, NC O, O
-, Fc , O
por, SP O, O
lo, DA O, O
que, PR O, O
hubo, VAI O, O
de, SP O, O
demorarse, VMN O, O
el, DA O, O
almuerzo, NC O, O
0, Fp , O
,,
Bruselas, NC B-LOC, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFECOM, NP B-ORG, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
comisario, NC O, O
europeo, AQ O, O
de, SP O, O
Economia, NC B-MISC, B-MISC
-, Fc , O
Pedro, VMI B-PE, B-PER
Solbes, AQ I-PER, I-PER
-, Fc , O
aconsejo, VMI O, O
hoy-, AQ O, O
martes, NC O, O
-, Fc , O
a, SP , O
los, DA O, O
gobiernos, NC O, O
de, SP O, O
la, DA O, O
UE, NC B, B-ORG
que, PR O, O
aceleren, VMS O, O
el, DA O, O
recorte, NC O, O
de, SP O, O
su, DP O, O
deficit, NC O, O
publico, AQ O, O
y, CC , O
adelanten, VMM O, O
a, SP , O
2002, Z O, O
el, DA O, O
objetivo, NC O, O
del, SP O, O
equilibrio, NC O, O
presupuestario, AQ O, O
0, Fp , O
,,
En, SP O, O
la, DA O, O
presentacion, NC O, O
de, SP O, O
un, DI O, O
informe, NC O, O
sobre, SP O, O
las, DA O, O
finanzas, NC O, O
publicas, AQ O, O
en, SP O, O
la, DA O, O
UE, NC B, B-ORG
-, Fc , O
Solbes, NC B-PER, B-PER
insistio, VMI O, O
en, SP O, O
que, CS O, O
si, CS O, O
los, DA O, O
gobiernos, NC O, O
alcanzan, VMI O, O
el, DA O, O
equilibrio, NC O, O
para, SP O, O
el, DA O, O
2002, Z O, O
-, Fc , O
en, SP O, O
vez, NC O, O
de, SP O, O
un, DI O, O
a�o, NC O, O
mas, RG O, O
tarde, RG O, O
como, CS O, O
preve, VMI O, O
la, DA O, O
mayoria, NC O, O
-, Fc , O
aumentaran, VMI O, O
en, SP O, O
varios, DI O, O
puntos, NC O, O
el, DA O, O
margen, NC O, O
necesario, AQ O, O
para, SP O, O
efectuar, VMN O, O
rebajas, NC O, O
fiscales, AQ O, O
que, PR O, O
estimulen, VMS O, O
el, DA O, O
crecimiento, NC O, O
y, CC , O
generen, VMM O, O
empleo, NC O, O
0, Fp , O
,,
Este, DD O, O
margen, NC O, O
servira, VMI O, O
-, Fc , O
ademas, RG O, O
-, Fc , O
para, SP O, O
aliviar, VMN O, O
la, DA O, O
carga, NC O, O
que, PR O, O
tendran, VMI O, O
que, CS O, O
soportar, VMN O, O
los, DA O, O
presupuestos, NC O, O
debido, AQ O, O
al, SP O, O
envejecimiento, NC O, O
de, SP O, O
la, DA O, O
poblacion, NC O, O
-, Fc , O
indico, VMI O, O
Solbes, NC B-PER, B-PER
0, Fp , O
,,
-, Fe , O
Cuanto, RG O, O
mas, RG O, O
se, P0 O, O
reduzca, VMS O, O
el, DA O, O
deficit, NC O, O
ahora, RG O, O
-, Fc , O
mayor, AQ O, O
margen, NC O, O
habra, VAI O, O
-, Fe , O
para, SP O, O
soportar, VMN O, O
esa, DD O, O
carga, NC O, O
-, Fc , O
aunque, CS O, O
para, SP O, O
casi, RG O, O
todos, DI O, O
los, DA O, O
Estados, NC O, O
-, Fe , O
no, RN O, O
sera, VSI O, O
suficiente, AQ O, O
-, Fe , O
y, CC , O
-, Fe , O
habra, VAI O, O
que, PR O, O
ir, VMN O, O
tambien, RG O, O
a, SP , O
la, DA O, O
reforma, NC O, O
de, SP O, O
los, DA O, O
modelos, NC O, O
de, SP O, O
seguridad, NC O, O
social, AQ O, O
-, Fe , O
-, Fc , O
manifesto, VMI O, O
0, Fp , O
,,
El, DA O, O
comisario, NC O, O
europeo, AQ O, O
subrayo, VMI O, O
que, CS O, O
el, DA O, O
repunte, NC O, O
del, SP O, O
crecimiento, NC O, O
economico, AQ O, O
de, SP O, O
estos, DD O, O
dos, DN O, O
ultimos, AO O, O
a�os, NC O, O
deberia, VMI O, O
servir, VMN O, O
para, SP O, O
acelerar, VMN O, O
esa, DD O, O
reduccion, NC O, O
del, SP O, O
deficit, NC O, O
-, Fc , O
cuyo, PR O, O
ritmo, NC O, O
se, P0 O, O
ha, VAI O, O
frenado, VMP O, O
en, SP O, O
los, DA O, O
ultimos, AO O, O
dos, DN O, O
a�os, NC O, O
0, Fp , O
,,
Solbes, NP B-PER, B-PER
explico, VMI O, O
que, CS O, O
acelerar, VMN O, O
la, DA O, O
consolidacion, NC O, O
fiscal, AQ O, O
es, VSI O, O
todavia, RG O, O
-, Fe , O
mas, RG O, O
ineludible, AQ O, O
-, Fe , O
en, SP O, O
un, DI O, O
momento, NC O, O
como, CS O, O
el, DA O, O
actual, AQ O, O
-, Fc , O
caracterizado, VMP O, O
por, SP O, O
-, Fe , O
una, DI O, O
fuerte, AQ O, O
actividad, NC O, O
en, SP O, O
el, DA O, O
sector, NC O, O
privado, AQ O, O
-, Fe , O
0, Fp , O
,,
Si, CS O, O
los, DA O, O
gobiernos, NC O, O
europeos, AQ O, O
no, RN O, O
reducen, VMI O, O
el, DA O, O
deficit, NC O, O
presupuestario, AQ O, O
en, SP O, O
este, DD O, O
momento, NC O, O
y, CC , O
a, SP , O
traves, NC O, O
del, SP O, O
gasto, NC O, O
publico, AQ O, O
o, CC , O
de, SP O, O
rebajas, NC O, O
fiscales, AQ O, O
estimulan, VMI O, O
aun, RG O, O
mas, RG O, O
la, DA O, O
demanda, NC O, O
-, Fc , O
-, Fe , O
lo, DA O, O
unico, AQ O, O
que, PR O, O
consiguen, VMI O, O
es, VSI O, O
echar, VMN O, O
mas, RG O, O
le�a, VMI O, O
al, SP O, O
fuego, NC O, O
-, Fc , O
aumentar, VMN O, O
la, DA O, O
inflacion, NC O, O
y, CC , O
recortar, VMN O, O
el, DA O, O
periodo, NC O, O
de, SP O, O
crecimiento, NC O, O
-, Fe , O
-, Fc , O
explico, VMI O, O
Solbes, AQ B-PER, B-PER
0, Fp , O
,,
-, Fe , O
Esto, PD O, O
es, VSI O, O
exactamente, RG O, O
lo, DA O, O
que, PR O, O
hemos, VAI O, O
hecho, VMP O, O
otras, DI O, O
veces, NC O, O
y, CC , O
exactamente, RG O, O
lo, DA O, O
contrario, NC O, O
de, SP O, O
lo, DA O, O
que, PR O, O
hizo, VMI O, O
la, DA O, O
Reserva, NC B-ORG, B-ORG
Federal, AQ I-ORG, I-ORG
(, Fpa , O
norteamericana, AQ O, O
), Fpt , O
-, Fe , O
en, SP O, O
los, DA O, O
noventa, NC O, O
-, Fc , O
a�adio, VMI O, O
0, Fp , O
,,
Solbes, NP B-PER, B-PER
subrayo, VMI O, O
que, CS O, O
si, CS O, O
bien, RG O, O
la, DA O, O
prioridad, NC O, O
debe, VMI O, O
ser, VSN O, O
terminar, VMN O, O
con, SP O, O
el, DA O, O
deficit, NC O, O
publico, AQ O, O
-, Fc , O
se, P0 O, O
pueden, VMI O, O
realizar, VMN O, O
siempre, RG O, O
de, SP O, O
forma, NC O, O
paralela, AQ O, O
rebajas, NC O, O
de, SP O, O
impuestos, NC O, O
o, CC , O
reestructuraciones, NC O, O
del, SP O, O
gasto, NC O, O
publico, AQ O, O
0, Fp , O
,,
Las, DA O, O
rebajas, NC O, O
fiscales, AQ O, O
deben, VMI O, O
-, Fc , O
en, SP O, O
su, DP O, O
opinion, NC O, O
-, Fc , O
estar, VMN O, O
orientadas, AQ O, O
a, SP , O
reducir, VMN O, O
los, DA O, O
costes, NC O, O
laborales, AQ O, O
no, RN O, O
salariales, VMI O, O
-, Fc , O
mientras, CS O, O
que, CS O, O
el, DA O, O
gasto, NC O, O
publico, AQ O, O
debe, VMI O, O
-, Fe , O
mejorar, VMN O, O
su, DP O, O
calidad, NC O, O
-, Fe , O
orientandose, VMG O, O
hacia, SP O, O
inversiones, NC O, O
mas, RG O, O
rentables, AQ O, O
y, CC , O
formacion, NC O, O
de, SP O, O
capital, NC O, O
humano, AQ O, O
0, Fp , O
,,
Con, SP O, O
un, DI O, O
simple, AQ O, O
recorte, NC O, O
de, SP O, O
las, DA O, O
cargas, NC O, O
laborales, AQ O, O
equivalente, NC O, O
al, SP O, O
1, Z , O
por, SP O, O
ciento, PN O, O
del, SP O, O
Producto, NC B-MISC, B-MISC
Interior, AQ I-MISC, I-MISC
Bruto, AQ I-MI, I-MISC
(, Fpa , O
PIB, NP B-, B-MISC
), Fpt , O
-, Fc , O
el, DA O, O
informe, NC O, O
se�ala, VMI O, O
que, CS O, O
podrian, VMI O, O
crearse, VMN O, O
en, SP O, O
diez, DN O, O
a�os, NC O, O
entre, SP O, O
750, Z O, O
y, CC , O
1-5, Z O, O
millones, NC O, O
de, SP O, O
empleos, NC O, O
y, CC , O
generar, VMN O, O
un, DI O, O
crecimiento, NC O, O
economico, AQ O, O
suplementario, AQ O, O
de, SP O, O
entre, SP O, O
el, DA O, O
0-5., Z O, O
el, DA O, O
0-8, Z O, O
por, SP O, O
ciento, PN O, O
0, Fp , O
,,
El, DA O, O
comisario, NC O, O
europeo, AQ O, O
advirtio, VMI O, O
que, CS O, O
estas, DD O, O
recetas, NC O, O
contenidas, AQ O, O
en, SP O, O
el, DA O, O
informe, NC O, O
que, PR O, O
han, VAI O, O
elaborado, VMP O, O
los, DA O, O
servicios, NC O, O
de, SP O, O
la, DA O, O
Direccion, NC B-ORG, B-ORG
General, AQ I-ORG, I-ORG
de, SP I, I-ORG
Economia., VMN I-ORG, I-ORG
Finanzas, NC I-ORG, I-ORG
de, SP O, O
la, DA O, O
Comision, NC B-ORG, B-ORG
Europea, AQ I-ORG, I-ORG
-, Fe , O
no, RN O, O
son, VSI O, O
recomendaciones, NC O, O
para, SP O, O
los, DA O, O
gobiernos, NC O, O
-, Fe , O
sino, CC O, O
-, Fe , O
modelos, NC O, O
para, SP O, O
mejorar, VMN O, O
la, DA O, O
coordinacion, NC O, O
de, SP O, O
las, DA O, O
politicas, NC O, O
economicas, AQ O, O
-, Fe , O
de, SP O, O
los, DA O, O
paises, NC O, O
de, SP O, O
la, DA O, O
UE, NC B, B-ORG
0, Fp , O
,,
-, Fe , O
No, RN O, O
estamos, VMI O, O
intentando, VMG O, O
obtener, VMN O, O
de, SP O, O
ellas, PP O, O
un, DI O, O
compromiso, NC O, O
vinculante, AQ O, O
-, Fe , O
sino, CC O, O
-, Fe , O
buscar, VMN O, O
consensos, NC O, O
y, CC , O
principios, NC O, O
comunes, AQ O, O
de, SP O, O
politica, NC O, O
economica, AQ O, O
que, PR O, O
podamos, VMS O, O
aplicar, VMN O, O
-, Fe , O
entre, SP O, O
todos, DI O, O
los, DA O, O
paises, NC O, O
que, PR O, O
comparten, VMI O, O
una, DI O, O
misma, DI O, O
moneda, NC O, O
0, Fp , O
,,
Tampoco, RG O, O
se, P0 O, O
trata, VMI O, O
de, SP O, O
un, DI O, O
plan, NC O, O
que, PR O, O
aplicaria, VMI O, O
un, DI O, O
supuesto, AQ O, O
gobierno, NC O, O
economico, AQ O, O
europeo, AQ O, O
que, PR O, O
actuara, VMS O, O
de, SP O, O
contra-poder, NC O, O
al, SP O, O
Banco, NC B-OR, B-ORG
Central, AQ I-ORG, I-ORG
Europeo, AQ I-ORG, I-ORG
(, Fpa , O
BCE, NP B-, B-ORG
), Fpt , O
-, Fc , O
como, CS O, O
reivindican, VMI O, O
algunas, DI O, O
capitales, NC O, O
0, Fp , O
,,
-, Fe , O
Creo, VMI O, O
que, CS O, O
el, DA O, O
presidente, NC O, O
del, SP O, O
BCE, NC B-, B-ORG
-, Fc , O
Wim, AQ B-, B-PER
Duisenberg, NC I-PER, I-PER
-, Fc , O
tiene, VMI O, O
razon, NC O, O
al, SP O, O
decir, VMN O, O
que, CS O, O
el, DA O, O
es, VSI O, O
el, DA O, O
', Fz , O
se�or, I O, O
Euro, NC O, O
', Fz , O
si, CS O, O
solo, RG O, O
pensamos, VMI O, O
en, SP O, O
la, DA O, O
politica, NC O, O
monetaria, AQ O, O
-, Fc , O
pero, CC O, O
si, CS O, O
pensamos, VMI O, O
en, SP O, O
la, DA O, O
politica, NC O, O
economica, AQ O, O
hay, VAI O, O
muchos, DI O, O
otros, PI O, O
', Fz , O
se�ores, AQ O, O
Euro, NC O, O
', Fz , O
-, Fe , O
-, Fc , O
concluyo, VMI O, O
Solbes, NC B-PER, B-PER
0, Fp , O
,,
Berlin, NC B-LOC, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Resultados, NC O, O
de, SP O, O
la, DA O, O
Copa, NC B-M, B-MISC
del, SP I-, I-MISC
Mundo, NC I-MI, I-MISC
por, SP O, O
equipos, NC O, O
-, Fc , O
dotada, AQ O, O
con, SP O, O
1-9, Z O, O
millones, NC O, O
de, SP O, O
dolares, NC O, O
en, SP O, O
premios, NC O, O
0, Fp , O
,,
-, Fg , O
,,
Grupo, NC O, O
rojo, AQ O, O
0, Fp , O
,,
Segunda, AO O, O
jornada, NC O, O
:, Fd , O
Alemania, NP B-ORG, B-ORG
-, Fc , O
2, Z , O
-, Fg , O
Estados, NC B-ORG, B-ORG
Unidos, AQ I-ORG, I-ORG
-, Fc , O
0, Z , O
Rainer, NC B-PER, B-PER
Sch�ttler, AQ I-PER, I-PER
(, Fpa , O
GER, NP B-, B-LOC
), Fpt , O
a, SP , O
Vicente, NC B-PER, B-PER
Spadea, AQ I-PER, I-PER
(, Fpa , O
EE.UU, NP B-LO, B-LOC
), Fpt , O
por, SP O, O
7-5, Z O, O
-, Fc , O
3-6, Z O, O
y, CC , O
6-1, Z O, O
0, Fp , O
,,
Oviedo, NC B-LOC, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
presidente, NC O, O
del, SP O, O
Principado, NC B-LOC, B-LOC
de, SP I, I-LOC
Asturias, NC I-LOC, I-LOC
-, Fc , O
Vicente, VMI B-PER, B-PER
Alvarez, AQ I-PER, I-PER
Areces, AQ I-PER, I-PER
-, Fc , O
comprometio, VMI O, O
hoy, RG O, O
el, DA O, O
apoyo, NC O, O
del, SP O, O
Gobierno, NC B-ORG, B-ORG
regional, AQ O, O
al, SP O, O
sector, NC O, O
de, SP O, O
la, DA O, O
construccion, NC O, O
-, Fc , O
con, SP O, O
motivo, NC O, O
de, SP O, O
la, DA O, O
entrevista, NC O, O
que, PR O, O
mantuvo, VMI O, O
con, SP O, O
los, DA O, O
maximos, AQ O, O
responsables, AQ O, O
de, SP O, O
Confederacion, NC B-ORG, B-ORG
Asturiana, AQ I-ORG, I-ORG
de, SP I, I-ORG
la, DA I, I-ORG
Construccion, NC I-ORG, I-ORG
(, Fpa , O
CAC, NP B-, B-ORG
), Fpt , O
0, Fp , O
,,
Areces, NP B-PER, B-PER
y, CC , O
el, DA O, O
consejero, NC O, O
de, SP O, O
Infraestructuras, NC B-MISC, B-MISC
-, Fc , O
Juan, NC B-P, B-PER
Ramon, NC I-PE, I-PER
Garcia, NC I-PER, I-PER
Secades, AQ I-PER, I-PER
-, Fc , O
recibieron, VMI O, O
a, SP , O
responsables, NC O, O
de, SP O, O
la, DA O, O
Confederacion, NC B-ORG, B-ORG
Asturiana, AQ I-ORG, I-ORG
de, SP I, I-ORG
la, DA I, I-ORG
Construccion, NC I-ORG, I-ORG
(, Fpa , O
CAC, NP B-, B-ORG
), Fpt , O
con, SP O, O
motivo, NC O, O
de, SP O, O
la, DA O, O
celebracion, NC O, O
de, SP O, O
la, DA O, O
V, NC , B-MISC
Feria, NC I-MI, I-MISC
Internacional, AQ I-MISC, I-MISC
de, SP I, I-MISC
la, DA I, I-MISC
Construccion, NC I-MISC, I-MISC
del, SP I-, I-MISC
Noroeste, NC I-MISC, I-MISC
Iberico, AQ I-MISC, I-MISC
(, Fpa , O
FICNI, NP B-OR, B-ORG
), Fpt , O
-, Fc , O
que, PR O, O
tendra, VMI O, O
lugar, NC O, O
entre, SP O, O
los, DA O, O
dias, NC O, O
27, Z O, O
de, SP O, O
junio., NC O, O
6, Z , O
de, SP O, O
julio, NC O, O
en, SP O, O
Gijon, NC B-LO, B-LOC
0, Fp , O
,,
En, SP O, O
la, DA O, O
reunion, NC O, O
mantenida, NC O, O
-, Fc , O
Alvarez, VMI B-PER, B-PER
Areces, NC I-PER, I-PER
comprometio, VMI O, O
la, DA O, O
presencia, NC O, O
del, SP O, O
Principado, NC B-ORG, B-ORG
en, SP O, O
la, DA O, O
Feria, NC B-MI, B-MISC
-, Fc , O
asi, RG O, O
como, CS O, O
un, DI O, O
-, Fe , O
fuerte, AQ O, O
apoyo, NC O, O
-, Fe , O
al, SP O, O
sector, NC O, O
-, Fc , O
segun, SP O, O
se�alo, VMI O, O
el, DA O, O
presidente, NC O, O
de, SP O, O
la, DA O, O
CAC, NC B-, B-ORG
-, Fc , O
Serafin, NC B-PER, B-PER
Abilio, AQ I-PER, I-PER
Martinez, NC I-PER, I-PER
0, Fp , O
,,
El, DA O, O
presidente, NC O, O
de, SP O, O
la, DA O, O
